word,ML,HW
returning,15,4
returns,5,4
reveal,9,1
revealed,4,3
revel,1,0
revelling,0,1
revelry,1,0
revels,2,0
revenge,4,0
revenged,1,0
revengeful,5,0
revenue,1,2
revere,0,1
revered,1,1
reverence,14,3
reverences,0,1
reverend,20,2
reverential,1,0
reverie,1,0
revering,0,1
reverse,1,0
reversion,0,1
reverted,1,0
revile,1,1
reviled,0,1
revisit,1,0
revival,2,0
revive,7,0
revived,4,2
revives,2,0
revolt,1,0
revolting,2,0
revolution,1,1
reward,12,1
rewards,1,0
rhapsody,0,1
rhyme,1,0
riamando,1,0
ribband,1,0
ribs,1,0
ricardo,0,12
rich,8,1
riches,2,0
richly,1,0
rid,2,0
riddle,1,0
ride,4,0
ridge,2,0
ridicule,7,0
ridiculous,10,0
right,34,13
righteousness,0,1
rightful,0,2
rights,2,0
rigid,2,1
rigorous,1,0
rigour,3,1
ring,3,5
ringed,1,0
ringing,1,0
ringlets,4,0
rings,3,0
rinsing,2,0
riot,3,0
rioted,3,0
rioters,12,0
riots,4,0
ripe,3,0
ripen,1,0
ripentita,1,0
rise,10,5
risen,0,2
rising,9,8
risk,0,1
risque,13,0
risqued,1,0
rites,3,0
rival,8,2
river,5,0
rivers,1,0
riveted,1,0
rivulet,1,0
road,5,0
roar,1,0
roared,2,0
roast,1,0
rob,3,0
robber,5,0
robbers,12,1
robbing,1,0
robe,3,0
robed,1,0
robert,13,0
robes,1,0
rock,9,1
rocked,2,1
rocks,2,3
rod,2,0
rode,1,0
rodolpha,13,0
rogue,1,0
rogues,2,0
roll,8,0
rolled,8,0
romance,1,0
romances,1,2
romans,1,0
romantic,3,0
rome,3,1
roncevalles,2,0
ronda,2,0
roof,11,6
roofs,3,0
room,73,5
root,2,0
rooted,2,0
rooting,1,0
roots,2,0
ropes,1,0
ropy,1,0
rosara,0,1
rosario,46,0
rosary,7,0
rose,35,4
rosenwald,3,0
roses,5,0
rosolia,3,0
rosy,3,0
rot,1,0
rotten,1,0
rotting,3,0
rough,2,0
round,85,6
roundly,1,0
roused,1,0
route,1,1
rouze,1,0
rouzed,10,0
roved,0,1
rover,0,1
row,1,0
royalties,3,3
royalty,3,3
rubbing,0,1
ruby,1,0
ruddy,1,0
rude,0,1
rudely,0,3
rudeness,4,0
rudiments,3,0
rueful,1,0
ruffian,0,1
ruffled,1,0
rug,3,0
rugged,0,2
ruin,16,4
ruined,4,1
ruins,2,1
rule,7,0
rules,2,2
ruling,1,0
rumbling,1,0
ruminated,1,0
ruminating,0,1
rumour,0,4
run,7,4
rung,1,0
running,6,1
runs,1,0
rush,4,0
rushed,12,6
rushes,1,0
rushing,2,4
rusted,1,0
rustic,2,0
rustling,1,2
rusty,1,1
s,1,1
sabbath,2,0
sable,5,2
sabre,0,7
sacred,9,2
sacredness,0,1
sacrifice,17,3
sacrificed,10,0
sacrilege,2,0
sacrilegious,1,1
sad,13,2
saddle,1,0
sadly,2,1
sadness,4,0
safe,15,4
safeguard,1,0
safely,7,0
safest,0,1
safety,17,7
sage,1,0
said,218,396
sail,0,4
sailing,2,0
sailor,1,0
sailors,1,0
saint,18,12
saints,3,3
sake,29,8
salamanca,2,0
sale,1,0
sallad,1,0
sallow,1,0
salt,1,1
salute,1,0
saluted,4,0
salvation,11,0
san,6,0
sanchia,0,1
sanctified,3,0
sanction,6,0
sanctioned,1,0
sanctity,6,1
sanctuaries,0,1
sanctuary,0,9
sand,3,0
sang,4,0
sanguine,1,0
sank,40,1
santon,1,0
sarcasms,1,0
sash,1,0
sat,17,1
satan,2,1
satiated,1,0
satiety,3,0
satin,2,0
satirical,1,0
satisfaction,10,6
satisfactory,3,0
satisfied,17,4
satisfy,5,3
satisfying,4,1
saturday,4,0
saturnine,1,0
saucy,0,1
savage,2,4
savages,1,0
save,33,8
saved,7,1
saving,2,1
saviour,3,0
saw,74,25
sawest,0,2
sayest,0,1
saying,12,9
sayings,1,0
says,3,6
scabbard,1,1
scale,1,0
scandal,1,0
scandalized,3,0
scaped,1,0
scarce,9,7
scarcely,55,0
scared,0,1
scarlet,0,2
scattered,5,0
scene,30,5
scenery,1,0
scenes,10,0
scent,1,1
scented,2,0
sceptre,0,3
scheme,5,0
schemes,4,1
sciences,3,0
scoff,1,0
scoffing,1,0
scolded,1,0
scope,0,1
scorched,1,0
scorching,2,0
scorn,8,6
scorned,1,1
scornful,3,0
scorning,1,1
scorns,0,2
scrap,2,0
scratched,1,0
scream,2,0
screech,1,0
screws,1,0
scruple,5,0
scrupled,3,0
scruples,5,8
scrupulous,3,0
sculls,1,0
scythe,1,0
se,1,0
sea,3,1
seal,1,0
sealed,6,0
search,15,11
searched,1,1
searches,1,0
searching,3,0
seas,1,0
season,5,1
seasonable,1,0
seat,36,1
seated,32,2
seating,2,1
seats,2,0
secluded,3,0
secludes,1,0
secluding,1,0
seclusion,7,0
second,32,5
seconding,1,1
secrecy,1,0
secret,70,18
secretary,1,0
secrete,0,1
secreted,0,1
secretly,4,1
secrets,2,8
section,7,7
sections,1,1
secure,27,1
secured,4,2
secures,1,0
securing,2,0
security,5,2
sedately,0,2
seduce,2,0
seduced,5,0
seducer,8,0
seducing,7,0
seduction,8,0
seductions,3,0
seed,1,0
seeds,0,1
seeing,20,16
seek,21,9
seeking,3,0
seeks,3,0
seemingly,3,1
seemly,0,1
seen,54,17
sees,2,1
segnor,38,0
segnora,13,0
seize,10,4
seized,34,3
seizing,3,3
seldom,6,0
select,1,0
selected,3,1
self,7,4
selfish,2,0
selfishness,1,0
sell,4,0
selling,1,0
semblance,4,0
send,12,5
sending,1,1
sends,0,2
sensation,4,0
sensations,7,3
sense,19,3
senseless,4,1
senses,27,4
sensibility,7,0
sensible,26,0
sensibly,2,0
sent,19,10
sentence,11,10
sentences,4,1
sentiment,18,2
sentiments,38,4
separate,5,2
separated,17,2
separately,1,0
separating,2,0
separation,4,3
sepulchral,5,0
sepulchre,31,1
sequel,1,0
seraph,2,0
seraphims,1,0
seraphs,1,0
serenade,1,0
serenades,2,0
serene,1,0
serenity,0,1
series,0,1
seriously,2,0
sermon,4,1
sermons,1,0
serpent,4,0
servant,17,8
servants,15,17
serve,2,1
served,8,2
serves,1,0
service,28,7
services,8,1
servile,2,0
serving,4,2
set,43,17
setting,2,2
settle,1,0
settled,3,0
settling,1,0
seven,2,0
seventh,6,1
sever,1,0
severe,17,1
severed,0,1
severely,6,1
severest,1,1
severity,20,3
sex,21,1
shackles,1,0
shade,1,3
shaded,2,1
shades,0,1
shadow,6,0
shake,3,0
shaken,10,3
shaking,1,0
shall,226,69
shalt,1,4
shame,30,3
shape,1,0
shapeless,1,0
share,15,2
shared,7,1
sharers,1,0
shares,1,1
sharing,2,1
sharp,4,1
sharper,1,0
sharpest,2,0
sharply,1,0
sharpness,1,1
shattered,3,0
shaven,1,0
shed,11,3
shedding,1,1
sheet,3,0
sheeted,1,0
sheets,7,0
shelf,3,0
shell,1,0
shelter,5,0
shelves,2,0
shepherd,1,0
shew,1,0
shewn,1,0
shield,2,1
shields,0,1
shift,4,0
shifting,1,0
shines,1,0
shining,1,0
ship,4,0
shirt,0,1
shivered,2,0
shivering,4,0
shock,6,4
shocked,7,3
shocking,2,1
shoe,5,0
shone,5,2
shook,14,6
shop,2,0
shore,2,2
short,22,7
shortest,1,0
shortly,2,0
shot,3,0
shoulder,7,2
shoulders,6,0
shouldst,0,1
shout,1,0
shouted,1,0
showed,11,2
showered,1,0
showers,1,0
showing,2,1
shown,8,0
shows,1,0
shreds,1,0
shrewd,1,0
shriek,17,1
shrieked,12,3
shrieking,4,0
shrieks,13,3
shrill,4,0
shrine,5,0
shrink,2,0
shrinking,3,0
shrive,0,1
shrivelled,2,0
shroud,3,0
shrunk,3,0
shudder,7,0
shuddered,21,1
shuddering,3,1
shudders,1,0
shun,7,0
shunned,4,0
shunning,1,0
shut,9,10
shuts,0,1
shutting,0,2
si,1,0
sicily,0,5
sick,3,0
sickly,1,3
sickness,3,0
sides,7,0
sierra,1,0
siesta,2,0
sift,0,2
sifting,1,0
sigh,24,7
sighed,7,3
sighing,1,2
sighless,1,0
sighs,13,0
sight,46,11
sighted,1,1
sign,11,2
signal,5,1
signals,1,0
signed,3,1
significant,1,0
signified,3,0
signifies,2,0
signify,4,0
signifying,1,0
signs,7,6
silence,75,10
silent,31,10
silently,3,1
silesia,1,0
silken,1,0
silks,2,0
silly,0,3
silver,9,0
similar,5,0
similes,0,1
simon,3,0
simple,7,2
simplest,1,0
simpleton,0,1
simplicity,5,1
sin,1,1
sincere,17,0
sincerely,15,0
sincerity,2,2
sinful,1,3
sinfulness,0,1
sing,8,1
singing,1,0
single,26,2
sings,1,0
singular,7,0
singularity,9,1
sink,1,2
sinking,4,2
sinner,5,1
sinners,1,0
sins,5,2
sir,1,14
sire,1,1
sirs,0,13
sister,102,0
sisterhood,4,0
sisters,3,0
sit,15,4
sits,0,1
sitting,4,2
situated,3,1
situation,53,12
situations,0,1
sixteen,1,0
size,2,0
skeleton,6,1
skeletons,1,0
sketch,1,0
sketches,1,0
skies,4,0
skilful,1,0
skill,4,1
skilled,2,0
skin,3,0
skulls,3,0
sky,4,0
slacken,1,0
slain,1,2
slaked,1,0
slaughter,1,0
slaughtering,1,0
slave,7,1
slavery,0,1
slaves,1,0
sleep,44,3
sleeper,1,0
sleepers,1,0
sleeping,13,0
sleeps,5,0
sleepy,2,0
sleeve,1,0
slept,10,0
slew,1,0
slice,1,0
slight,5,1
slightest,4,0
slightly,1,0
slime,1,0
slimy,1,0
sling,1,0
slip,2,1
slipped,0,1
slow,15,0
slowly,14,1
sluggish,1,0
sluggishly,1,0
slumber,13,0
slumbered,1,0
slumbering,1,0
slumbers,4,0
small,45,5
smaller,1,0
smallest,1,0
smell,6,0
smile,14,1
smiled,9,0
smiles,3,1
smiling,7,1
smoke,2,0
smooth,3,2
smother,0,1
smothered,0,2
snakes,3,0
snapped,1,0
snappish,1,0
snare,4,0
snares,1,1
snatch,1,0
snatched,3,0
snatching,1,0
snoring,1,0
snow,1,0
snows,1,0
snowy,1,0
snug,1,0
soar,1,0
soared,1,0
soaring,1,0
sobbed,1,0
sober,0,1
sobs,2,0
social,0,1
societies,2,0
society,47,1
socket,1,0
sockets,1,1
soft,13,0
soften,4,1
softening,2,0
softest,1,0
softly,11,6
softness,1,0
soiled,1,0
sol,1,0
sold,3,1
soldiers,6,0
sole,7,2
solely,1,1
solemn,21,2
solemnity,2,0
solemnized,1,0
solemnly,1,1
solication,1,0
solicit,9,2
solicitation,1,1
solicited,2,0
solicitous,1,0
solicits,1,0
solicitude,1,1
solid,7,0
solidity,5,0
soliloquies,1,0
solitary,6,0
solitude,20,2
solution,4,1
solve,1,0
somebody,4,1
somewhat,13,0
son,18,50
song,4,0
songstress,1,0
sonnet,0,1
sons,10,4
soon,138,31
sooner,34,6
soothed,2,0
soothing,4,1
sopha,16,0
sophistical,1,0
soporific,3,0
sorcerer,3,2
sorcerers,2,0
sorcery,6,1
sore,1,0
sorely,3,0
sores,1,0
sorrow,15,10
sorrowed,1,0
sorrowful,1,1
sorrowing,1,0
sorrows,25,2
sorry,6,3
sort,13,1
sorts,2,0
sospirando,1,0
sot,0,2
sought,17,5
soul,70,37
souls,3,3
sound,42,8
sounded,8,2
sounder,1,0
sounding,1,1
sounds,4,7
soup,4,0
source,5,1
soured,1,0
sovereign,2,2
sow,0,1
sowrs,1,0
space,3,1
spacious,8,0
spain,25,0
spaniard,3,0
spaniards,2,0
spanish,10,0
spare,19,6
spared,3,0
spares,1,0
sparing,3,0
sparingly,0,1
spark,6,1
sparkled,11,0
sparkles,4,0
sparkling,6,0
speak,45,33
speaker,2,0
speaking,11,4
speakingly,0,1
speaks,0,2
special,1,1
species,2,0
specified,2,2
specimen,1,0
specimens,1,0
spectacle,3,1
spectator,1,0
spectators,8,4
spectre,24,7
spectres,2,0
speculation,1,0
sped,2,0
speech,11,6
speeches,2,0
speechless,2,2
speed,9,0
speeding,2,0
speeds,1,0
speedy,6,0
spell,3,0
spells,2,0
spent,2,0
sphere,1,0
spies,3,0
spight,1,0
spires,2,0
spirit,19,2
spirited,1,0
spiritless,1,0
spirits,28,9
spiritual,0,1
spirted,1,0
spit,1,0
spite,27,2
spleen,1,0
splendid,3,0
splendour,4,0
spoils,1,0
spoke,46,7
spoken,4,1
sponde,1,0
sport,3,1
sported,1,0
sporting,1,0
sports,1,0
sportsman,1,0
sposo,1,0
spot,19,0
spotless,3,1
spouse,1,0
sprang,10,0
spread,27,1
spreading,1,0
spreads,1,0
spright,3,0
spring,5,5
springing,4,0
sprinkle,1,0
sprinkled,2,0
sprinkling,1,0
sprung,0,2
spurned,2,0
spurning,1,0
spurred,1,0
spurs,1,0
spy,3,1
squandered,1,0
square,1,0
squint,2,0
squinted,1,0
squire,0,1
squires,0,1
st,129,17
stab,1,1
stable,3,0
staff,1,1
staggered,2,2
staid,1,0
stain,6,1
stained,7,0
staircase,28,4
stairs,16,6
stake,7,1
stammered,0,1
stamped,3,0
stamps,1,0
stanch,0,1
stand,5,0
stander,1,0
standers,1,0
standing,6,2
stands,7,1
stanza,1,0
stanzas,6,0
staple,1,0
star,4,0
stare,1,0
stared,1,0
staring,0,1
stars,1,0
start,3,4
started,48,6
starting,11,5
startle,1,0
startled,7,1
starved,0,1
state,25,16
stated,3,0
stately,3,0
statements,1,1
states,17,17
stating,3,0
station,7,0
stationed,2,1
statue,33,2
statues,2,0
stature,6,0
status,4,4
stave,1,0
stay,46,4
stayed,5,2
staying,1,0
stead,1,0
steady,0,2
steal,4,0
stealing,0,1
stedfastly,1,0
steed,3,1
steel,3,1
steeled,2,0
steep,2,0
steepest,1,0
steeple,3,0
step,24,3
stephano,6,0
stepped,1,0
stepping,0,1
steps,61,13
stepsons,2,0
stept,4,0
sterility,0,1
stern,10,1
sternly,1,4
steward,1,0
stewing,1,0
stiff,2,0
stiffen,1,0
stiffened,1,0
stifle,4,0
stifled,4,1
stifles,1,0
stifling,1,0
stigmatizing,1,0
stillborn,1,0
stillness,3,0
stimulate,1,0
stings,4,0
stipend,1,0
stipulate,1,0
stir,2,1
stirring,2,0
stockdale,1,0
stole,8,4
stolen,1,1
stomach,3,0
stone,11,2
stones,4,1
stood,59,6
stool,0,1
stools,1,0
stoop,0,1
stooped,4,1
stop,16,9
stopped,33,10
stopping,3,2
store,1,2
stored,1,1
stories,3,1
storm,4,2
stormed,2,0
storms,2,0
stormy,1,0
story,22,16
stout,1,1
stove,1,0
stowed,1,0
strada,6,0
straight,2,0
strain,12,0
strange,21,8
strangeness,0,1
stranger,48,32
strangers,10,5
strangle,1,0
strasbourg,35,0
stratagem,1,0
straw,7,0
stray,1,0
strayed,1,0
straying,1,0
stream,4,0
streamed,3,0
streaming,2,1
streamlet,1,0
streams,1,0
street,10,0
streets,7,0
strength,38,0
strengthen,3,1
strengthened,1,0
strengthening,1,0
stretch,1,0
stretched,7,2
stretching,1,0
strict,6,2
strictly,3,4
strictness,2,0
strides,1,0
strike,3,1
strikes,4,0
striking,7,1
string,3,0
strings,1,0
stripling,0,1
strive,8,0
strives,1,0
striving,2,0
stroke,2,3
strong,36,1
stronger,8,2
strongest,3,0
strongly,6,3
strove,47,1
strowed,1,0
strown,2,0
struck,35,11
struggle,5,1
struggled,5,0
struggles,0,2
struggling,4,2
studied,2,0
studies,2,0
studiously,2,0
study,8,0
studying,1,0
stung,1,0
stunning,1,0
stupefied,2,0
stupendous,0,1
stupidity,1,0
stupor,1,0
sturdy,0,1
style,2,2
styled,0,1
subalterns,0,1
subdued,1,0
subject,29,6
subjected,2,0
subjects,7,2
sublime,2,0
sublunary,1,0
submission,3,5
submissions,0,1
submissive,3,1
submit,5,7
submitted,4,0
submitting,2,0
subordinate,1,0
suborned,0,1
subscribe,2,1
subscribed,2,0
subside,1,0
subsided,1,0
substantial,1,0
substitute,3,0
substituting,1,0
subterfuge,1,0
subterraneous,6,6
subtile,1,0
succeed,6,2
succeeded,40,2
succeeding,13,0
success,25,3
successful,2,0
succession,0,3
successively,1,0
successor,0,1
succour,8,0
succours,1,0
sucked,1,0
sudden,22,5
suddenly,45,6
suddenness,2,0
sued,2,1
suffer,16,7
suffered,21,5
sufferer,9,0
suffering,7,1
sufferings,33,2
suffers,3,0
suffice,7,1
sufficed,10,0
suffices,1,0
sufficient,33,2
sufficiently,28,2
suffocated,1,0
suffocating,2,0
suffused,2,0
suggest,0,1
suggested,2,5
suggestion,0,1
suicide,2,0
suit,0,3
suitable,0,1
suite,1,0
suited,6,1
suitor,2,0
suits,0,1
sullen,4,1
sullenness,1,0
sulphurous,5,0
sultry,1,0
summary,1,0
summer,2,0
summit,1,0
summits,1,0
summon,4,1
summoned,16,2
summoning,1,1
summons,1,0
sums,3,0
sun,11,1
sunbeams,1,0
sunday,1,0
sung,3,0
sunk,7,1
suns,1,0
sup,1,0
superintended,1,0
superintendence,1,0
superintendent,1,0
superior,31,0
superiority,5,0
superiors,1,0
supernatural,2,0
supernumerary,1,0
superstition,19,1
superstitions,0,1
superstitious,4,0
supper,7,0
suppliant,7,0
suppliants,1,0
supplicate,1,1
supplicated,1,0
supplicating,4,0
supplication,3,0
supplications,6,0
supplied,10,0
supply,12,2
support,27,12
supportable,2,0
supported,17,1
supporters,0,1
supporting,2,2
supports,0,1
suppose,20,4
supposed,39,1
supposing,11,0
supposition,2,1
supposititious,1,0
suppress,0,1
suppressed,1,1
suppresses,0,1
supreme,1,0
sure,16,21
surely,14,2
surface,3,0
surgeon,5,0
surgeons,0,6
surmises,0,2
surmizes,1,0
surmount,0,1
surmounted,0,2
surmounting,0,1
surnamed,1,0
surpass,0,1
surpassed,2,0
surpasses,1,1
surpassing,1,0
surprise,13,5
surprised,5,4
surprising,1,0
surprize,36,0
surprized,9,0
surprizing,1,0
surrender,0,1
surrendered,1,0
surround,2,0
surrounded,20,0
surrounding,11,0
survive,4,1
susceptible,5,0
suspect,14,6
suspected,23,4
suspecting,4,3
suspects,1,0
suspended,8,1
suspense,1,1
suspicion,19,6
suspicions,19,6
suspicious,4,0
suspiciously,1,0
suspiration,1,0
sustain,8,0
sustained,5,0
sustaining,1,0
sustenance,1,0
swain,3,0
swallow,6,0
swallowed,2,0
swallowing,4,0
swamp,1,1
swarthy,3,0
sway,3,0
swayed,1,0
swear,8,5
swearing,1,0
sweat,2,1
sweeps,1,0
sweet,27,1
sweeter,2,0
sweetest,0,1
sweetly,1,0
sweetmeats,1,0
sweetness,13,0
swell,4,0
swelled,8,0
swelling,2,0
swells,1,0
swept,2,1
swift,4,0
swifter,1,0
swiftly,3,0
swiftness,4,0
swollen,1,0
swoon,1,1
swooned,0,2
sword,11,10
swords,4,0
swore,3,0
sworn,1,0
syllable,10,0
sylvans,1,0
symmetry,5,0
sympathetic,1,0
sympathised,1,0
sympathising,1,0
sympathy,1,1
symphony,2,0
symptom,1,0
symptoms,3,1
synonymous,1,1
syren,1,0
system,1,0
table,39,0
tables,2,0
tablet,1,0
tainted,2,0
taints,1,0
taken,46,13
takes,2,2
taketh,0,1
taking,28,8
tale,2,3
talents,15,1
tales,0,1
talisman,4,1
talk,5,7
talkative,1,0
talked,6,0
talking,1,2
tall,3,0
tallied,1,0
talons,3,0
tame,1,0
tamely,1,0
taper,8,1
tapers,1,0
tapestry,1,0
tardiness,1,1
tarquin,1,0
tart,1,0
task,4,0
taskers,1,0
tasso,1,0
taste,12,0
tasted,3,1
tastes,1,0
tattered,2,0
taught,14,2
taunt,0,1
taunted,1,0
tax,13,6
taxed,2,0
taxes,1,1
teach,7,1
tear,12,2
tearful,1,0
tearing,1,0
tears,46,20
tedious,2,0
tediously,1,0
tell,41,36
telling,7,5
tells,1,4
temper,6,6
temperament,6,0
tempered,3,0
tempers,1,0
tempest,4,5
tempestuous,0,1
tempestuously,0,1
temple,3,0
temples,3,0
tempo,1,0
temporal,1,0
temporary,5,0
tempt,0,2
temptation,17,2
temptations,2,0
tempted,5,2
tempter,3,0
tenants,0,1
tend,1,2
tended,1,1
tender,11,8
tenderly,1,1
tenderness,9,15
tends,1,2
tenor,1,0
term,0,1
termed,1,0
terminate,1,0
terminated,3,0
terminating,1,0
terms,47,26
terra,1,0
terrible,20,2
terribly,3,0
terrific,3,0
terrified,28,6
terrify,2,0
terror,39,14
terrors,34,1
testified,4,0
testimony,2,2
texts,1,1
thank,6,6
thanked,13,0
thanking,3,1
thanks,14,1
theatre,4,1
thee,19,89
theft,2,0
theirs,1,0
theme,1,0
theodore,69,136
thereabouts,0,1
thick,15,0
thickly,1,0
thickness,1,0
thigh,2,0
thin,3,0
thine,14,4
thing,40,7
things,6,3
think,80,30
thinkest,0,2
thinking,8,1
thinks,3,4
thirst,3,0
thirteen,2,0
thirtieth,2,0
thirty,8,0
thither,15,9
tho,0,1
thomson,1,0
thorns,3,0
thorough,4,0
thoroughly,1,0
thou,27,192
thought,72,34
thoughtless,1,0
thoughts,24,13
thousand,36,10
thousandth,1,0
thread,1,0
threaded,1,0
threat,2,0
threaten,3,2
threatened,9,3
threatening,2,0
threats,7,1
threshold,5,0
threw,59,3
thrice,11,1
throat,6,1
throb,4,0
throbbed,4,0
throbbing,1,0
throbs,1,0
throne,9,1
throng,2,0
thronged,4,0
thronging,1,0
throw,24,2
throwing,4,0
thrown,35,2
throws,2,0
thrust,1,0
thunder,17,3
thundered,1,0
thunders,0,1
thunderstruck,1,2
thursday,7,0
thursdays,1,0
thwarts,0,1
thy,48,143
thyself,0,6
ticklish,1,0
tide,1,0
tie,0,1
ties,0,2
tiger,1,0
tigers,2,0
tighter,1,0
tightly,1,0
till,151,10
time,163,28
times,24,3
timid,8,0
timidity,7,1
timorous,1,0
tinctured,0,1
tine,1,0
tinged,4,0
tints,1,0
tirante,2,0
tis,79,10
title,9,6
titles,2,0
tm,57,57
toad,1,0
today,6,0
token,1,2
told,48,23
tolerable,2,0
tolerably,4,0
toll,1,0
tolled,4,0
tolling,1,0
tomb,14,9
tombs,3,0
tomorrow,21,0
tone,24,4
toned,1,0
tones,2,0
tongue,2,4
tonight,4,0
took,85,12
topic,2,0
topics,1,0
torch,4,1
torches,9,3
tore,7,1
torment,8,0
tormented,4,0
tormenting,2,0
tormentor,3,0
tormentors,4,0
torments,13,0
torn,7,0
torpidity,2,0
torrent,2,0
torrents,2,0
torribio,1,0
torture,12,0
tortured,4,0
tortures,11,3
torturest,0,1
toss,1,0
total,9,2
totally,24,3
touch,9,1
touched,11,8
touching,4,1
tower,2,4
towered,1,0
towers,5,0
town,7,1
trace,3,0
traced,6,1
traces,6,0
track,1,0
tractable,1,0
trademark,14,14
tradesman,2,0
tradition,4,1
tragical,1,0
train,4,3
traitor,2,6
traitorously,0,1
traits,1,0
trample,0,1
trampling,5,1
trance,0,2
tranquil,9,1
tranquillity,14,1
tranquillize,1,0
tranquillized,2,0
tranquilly,1,0
transaction,1,0
transactions,1,0
transcribe,1,1
transcription,1,1
transferred,1,0
transgress,1,0
transgression,3,0
transit,0,1
transition,3,1
transitory,0,1
translated,1,0
translator,0,1
transmit,1,1
transport,8,7
transported,3,3
transports,15,3
trap,0,12
trappings,1,0
travel,3,0
travelled,3,0
traveller,2,0
travellers,6,1
travelling,2,0
travels,4,0
traverse,0,3
traversed,1,1
traversing,0,1
treacherous,1,0
treachery,1,1
tread,1,0
treason,0,1
treasure,3,0
treasures,4,0
treat,11,4
treated,15,5
treating,6,0
treatment,5,2
treats,1,0
trebly,1,0
tree,1,1
trees,8,0
tremble,26,3
trembled,34,6
trembler,2,0
trembles,1,0
trembling,27,8
tremendous,2,3
tremendously,1,0
trespassing,1,0
tress,1,0
tresses,4,0
trial,8,0
trials,1,0
tribunal,0,1
tribute,2,2
trice,1,0
trickled,3,0
tricks,1,0
tried,4,1
trifle,2,3
trifled,1,1
trifles,0,1
trifling,12,1
trigger,1,0
trimmed,1,0
trinity,0,1
tristan,1,0
triumph,3,0
triumphed,4,0
trivial,2,0
trod,1,2
troop,4,2
troth,1,0
trouble,5,1
troubled,5,3
troublesome,1,0
truce,0,1
true,42,18
truest,2,0
truly,16,4
trumpet,1,3
trumpets,0,2
trunk,1,0
trust,12,10
trusted,10,1
trusting,1,0
trusts,0,1
trusty,5,0
truth,34,14
truths,2,0
try,5,1
trying,1,1
tu,1,0
tuesday,3,0
tumble,1,0
tumbling,3,0
tumult,2,0
tumultuous,1,0
tune,1,0
tuned,1,0
tuneful,1,0
tuning,1,0
turban,1,0
turf,2,0
turn,17,4
turned,42,7
turning,9,4
turns,2,0
turret,1,0
tutor,0,1
tutored,1,0
tutto,1,0
twain,1,0
twas,1,0
twelfth,1,0
twelvemonth,0,1
twentieth,1,0
twice,4,2
twilight,2,1
twine,1,0
twined,3,0
twines,1,0
twinkling,1,0
twisted,1,1
twould,1,0
types,1,1
tyrannic,1,0
tyrannical,1,0
tyranny,0,3
tyrant,4,12
tyrants,0,2
ugliness,1,0
ugly,4,0
un,1,0
una,1,0
unable,31,2
unacceptable,1,0
unaccompanied,4,0
unaccountable,5,1
unaccustomed,1,0
unacquaintance,1,0
unacquainted,6,2
unadulterated,1,0
unadvised,0,1
unaffected,1,0
unalterable,0,2
unanimously,2,0
unarmed,1,1
unassisted,1,0
unassured,1,0
unatoned,1,0
unattended,1,0
unavailing,9,0
unavoidable,1,0
unbarred,1,0
unbecoming,0,1
unbelievers,1,1
unbidden,1,0
unbind,1,0
unblest,1,0
unbolting,0,1
unborn,4,0
unbosomed,1,0
unbounded,5,1
unbridled,5,0
unburied,3,0
unbuttoning,0,1
unceasingly,5,0
uncertain,6,1
uncharitable,0,3
uncharitableness,0,1
uncharitably,0,1
uncivil,0,1
uncle,20,0
unclose,1,0
unclosed,7,0
uncomforted,1,0
uncommon,1,2
uncommonly,2,0
unconcern,0,1
unconnected,1,0
unconscious,13,0
unconsciously,4,0
uncontrouled,1,0
uncorrupted,1,0
uncover,1,0
uncovered,1,0
undaunted,0,1
undeceive,1,0
undeceived,1,0
undecided,1,0
undefiled,1,0
undergo,1,0
undergone,4,0
underneath,1,0
understand,7,6
understandest,0,1
understanding,8,1
understood,3,0
undertake,1,0
undertaken,1,0
undertakes,1,0
undertaking,3,0
undertook,2,0
underwent,2,0
undeserving,1,1
undetermined,1,0
undiscovered,1,0
undisturbed,3,0
undivided,1,0
undo,0,1
undone,5,1
undoubtedly,3,3
undrawn,1,0
undressing,1,0
undrest,1,0
undrew,2,0
undulating,1,0
uneasiness,7,0
uneasy,7,0
unembarrassed,1,0
unenforceability,1,1
unequal,2,0
unequalled,2,0
uneven,1,0
unexampled,3,0
unexceptionable,1,0
unexpected,7,0
unexpectedly,2,0
unexpiated,1,0
unexplored,1,0
unfair,2,0
unfastened,3,0
unfeeling,8,1
unfeigned,1,0
unfeminine,1,0
unfinished,1,0
unfit,2,0
unfold,0,2
unfolds,0,1
unforgiving,2,0
unfortunate,32,3
unfortunately,8,0
unfortunates,2,0
unfounded,2,0
unfrequented,1,0
unfruitfulness,0,1
ungoverned,1,0
ungrateful,5,1
ungratified,1,0
ungrounded,2,0
unguarded,5,0
unhallowed,1,0
unhand,1,0
unhappily,1,0
unhappy,16,17
unheard,1,0
unhewn,1,0
unhinged,0,1
unhurt,5,0
uniform,1,1
uninstructed,1,0
unintelligible,2,0
unintentionally,1,0
uninteresting,1,0
uninterrupted,1,1
union,19,9
unite,0,4
united,26,14
uniting,2,0
universal,21,0
universally,4,0
universe,3,0
university,2,0
unjust,4,0
unjustifiable,2,0
unjustly,2,2
unknown,36,4
unlawful,0,1
unlikely,0,1
unlimited,1,0
unlink,1,1
unlock,1,0
unlocked,7,0
unlocking,2,0
unluckily,4,0
unlucky,5,0
unmanly,1,0
unmask,4,0
unmasked,1,0
unmeaning,0,1
unmerciful,1,0
unmingled,1,0
